Status,Paper ID,Title,openml-suites-2021,openml-python-2021,openml-2014,openml-r-2017,paper url
FALSE,624,Impact of filter feature selection on classification: an empirical study,FALSE,FALSE,TRUE,FALSE,https://upcommons.upc.edu/handle/2117/369043
FALSE,1056,Large Scale Transfer Learning for Tabular Data via Language Modeling,TRUE,FALSE,FALSE,FALSE,https://arxiv.org/abs/2406.12031
FALSE,1470,UQ-Guided Hyperparameter Optimization for Iterative Learners,FALSE,FALSE,TRUE,FALSE,https://openreview.net/forum?id=k9uZfaeerK
FALSE,9,Feature Selection Based on Regularization of Sparsity Based Regression Models by Hesitant Fuzzy Correlation,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-030-94066-9_11
FALSE,867,Learning multiple defaults for machine learning algorithms,FALSE,FALSE,TRUE,FALSE,https://dl.acm.org/doi/abs/10.1145/3449726.3459523
FALSE,163,Instance space analysis for algorithm testing: Methodology and software tools,FALSE,FALSE,TRUE,FALSE,https://dl.acm.org/doi/abs/10.1145/3572895
FALSE,95,Check for updates Graph Networks as Inductive Bias for Genetic Programming: Symbolic Models for Particle-Laden Flows,FALSE,FALSE,TRUE,FALSE,https://books.google.com/books?hl=de&lr=&id=jUK2EAAAQBAJ&oi=fnd&pg=PA36&ots=ArwyjMZ5fT&sig=aQrPz1r_W2IPox7ydbqsuv7owPE
FALSE,117,Analysis of machine learning models used in the process of building model ensembles for the regression task,FALSE,FALSE,TRUE,FALSE,https://conference2023.mlinpl.org/docs/poster_5.pdf
FALSE,1048,GRANDE: Gradient-Based Decision Tree Ensembles for Tabular Data,TRUE,FALSE,FALSE,FALSE,https://openreview.net/forum?id=XEFWBxi075
FALSE,186,Asymptotic analysis of meta-learning as a recommendation problem,FALSE,FALSE,TRUE,FALSE,https://proceedings.mlr.press/v140/liu21a
FALSE,605,A Large-Scale Neutral Comparison Study of Survival Models on Low-Dimensional Data,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2406.04098
FALSE,1068,Enabling collaborative data science development with the Ballet framework,FALSE,FALSE,TRUE,FALSE,https://dl.acm.org/doi/abs/10.1145/3479575
FALSE,749,Towards evidence-based computational statistics: lessons from clinical research on the role and design of real-data benchmark studies,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/article/10.1186/s12874-017-0417-2
FALSE,106,Formalising the robustness of counterfactual explanations for neural networks,FALSE,FALSE,TRUE,FALSE,https://ojs.aaai.org/index.php/AAAI/article/view/26740
FALSE,642,Comparative study of missing data treatment methods in radial basis function neural networks: is it necessary to impute?,FALSE,FALSE,TRUE,FALSE,https://upcommons.upc.edu/handle/2117/340454
FALSE,358,Expertise trees resolve knowledge limitations in collective decision-making,FALSE,FALSE,TRUE,FALSE,https://proceedings.mlr.press/v202/abels23a
FALSE,193,AgEBO-tabular: joint neural architecture and hyperparameter search with autotuned data-parallel training for tabular data,FALSE,TRUE,FALSE,FALSE,https://dl.acm.org/doi/abs/10.1145/3458817.3476203
FALSE,511,Automated data pre-processing via meta-learning,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-319-45547-1_16
FALSE,522,Model-based asynchronous hyperparameter and neural architecture search,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2003.10865
FALSE,743,Graph convolutional network based generative adversarial networks for the algorithm selection problem in classification,FALSE,FALSE,TRUE,FALSE,https://dl.acm.org/doi/abs/10.1145/3437802.3437818
FALSE,1327,Sparse coding based ensemble classifiers combined with active learning framework for data classification,FALSE,FALSE,TRUE,FALSE,https://core.ac.uk/download/pdf/76124804.pdf
FALSE,1362,Introducing sacred: A tool to facilitate reproducible research,FALSE,FALSE,TRUE,FALSE,https://indico.ijclab.in2p3.fr/event/2914/contributions/6476/subcontributions/169/attachments/6034/7159/Sacred_3.pdf
FALSE,1574,"Probability of default estimation, with a reject option",FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/9260038/
FALSE,1710,To tune or not to tune: recommending when to adjust SVM hyper-parameters via meta-learning,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/7280644/
FALSE,260,Fast and simple spectral clustering in theory and practice,FALSE,FALSE,TRUE,FALSE,https://proceedings.neurips.cc/paper_files/paper/2023/hash/6c5b82193c5d8e6aa5806239676ddc97-Abstract-Conference.html
FALSE,107,Application of natural neighbor-based algorithm on oversampling smote algorithms,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/9426310/
FALSE,701,Automated Hardware and Neural Network Architecture co-design of FPGA accelerators using multi-objective Neural Architecture Search,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/9352153/
FALSE,1685,ソフトウェアバグ予測における auto-sklearn の有効性評価,FALSE,FALSE,TRUE,FALSE,https://www.jstage.jst.go.jp/article/jssst/36/4/36_4_46/_article/-char/ja/
FALSE,352,PTaRL: Prototype-based tabular representation learning via space calibration,FALSE,FALSE,TRUE,FALSE,https://openreview.net/forum?id=G32oY4Vnm8
FALSE,102,Lassobench: A high-dimensional hyperparameter optimization benchmark suite for lasso,FALSE,FALSE,TRUE,FALSE,https://proceedings.mlr.press/v188/sehic22a.html
FALSE,1391,Searching for fairer machine learning ensembles,FALSE,FALSE,TRUE,FALSE,https://proceedings.mlr.press/v224/feffer23a.html
FALSE,440,Evaluating a Multi-Armed Bandit-Based Approach to Hyperparameter Optimization,FALSE,FALSE,TRUE,FALSE,https://pure.tue.nl/ws/portalfiles/portal/93883319/Thesis_Marijn_van_Knippenberg.pdf
FALSE,380,Captura de dados de proveniência para apoiar a análise de hiperparâmetros em redes de aprendizado profundo,FALSE,FALSE,TRUE,FALSE,https://www.cos.ufrj.br/uploadfile/publicacao/2950.pdf
FALSE,460,"Toward Robust, Reliable, and Generalizable Models for Tabular Data",TRUE,FALSE,FALSE,FALSE,https://search.proquest.com/openview/9cc4f4c12499fa9cb718e61e19fe1d7f/1?pq-origsite=gscholar&cbl=18750&diss=y
FALSE,1675,forester: A Novel Approach to Accessible and Interpretable AutoML for Tree-Based Modeling,TRUE,FALSE,TRUE,FALSE,https://openreview.net/forum?id=Q3DWpGoX7PD
FALSE,534,Practical automated machine learning for the automl challenge 2018,FALSE,FALSE,TRUE,FALSE,https://ml.informatik.uni-freiburg.de/wp-content/uploads/papers/18-AUTOML-AutoChallenge.pdf
FALSE,1007,A structure optimization method for extended belief-rule-based classification system,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S095070512030366X
FALSE,994,Towards reproducible empirical research in meta-learning,FALSE,FALSE,TRUE,FALSE,https://www.researchgate.net/profile/Luis-Paulo-Garcia/publication/327336502_Towards_Reproducible_Empirical_Research_in_Meta-Learning/links/5b9276d24585153a5300fd0e/Towards-Reproducible-Empirical-Research-in-Meta-Learning.pdf
FALSE,243,Statistical Learning for Structured Models: Tree Based Methods and Neural Networks,TRUE,FALSE,FALSE,FALSE,https://archiv.ub.uni-heidelberg.de/volltextserver/33849/
FALSE,523,iMCOD: Incremental multi-class outlier detection model in data streams,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S0950705122010437
FALSE,236,Iterative Feature eXclusion (IFX): Mitigating feature starvation in gradient boosted decision trees,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S0950705124001813
FALSE,1251,Exploiting reuse in pipeline-aware hyperparameter tuning,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/1903.05176
FALSE,259,Discrimination Neural Network Model for Binary Classification Tasks on Tabular Data,FALSE,TRUE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/10041927/
FALSE,1609,Exploring artificial neural networks: A data complexity perspective,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/8923710/
FALSE,330,HAMLET: A framework for Human-centered AutoML via Structured Argumentation,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S0167739X22004393
FALSE,18,Metaheuristic optimization scheme for quantum kernel classifiers using entanglement‐directed graphs,FALSE,TRUE,FALSE,FALSE,https://onlinelibrary.wiley.com/doi/abs/10.4218/etrij.2024-0144
FALSE,1065,"A3SOM, abstained explainable semi-supervised neural network based on self-organizing map",FALSE,FALSE,TRUE,FALSE,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0286137
FALSE,235,Towards robust classification with deep generative forests,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2007.05721
FALSE,1647,VolcanoML: speeding up end-to-end AutoML via scalable search space decomposition,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/article/10.1007/s00778-022-00752-2
FALSE,918,Uncertainty Estimation with Recursive Feature Machines,FALSE,FALSE,TRUE,FALSE,https://openreview.net/forum?id=TBKLXswKnO
FALSE,183,Information Modified K-Nearest Neighbor,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2312.01991
FALSE,710,Adaptive in-memory representation of decision trees for GPU-accelerated evolutionary induction,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S0167739X23004636
FALSE,922,Graph-based class-imbalance learning with label enhancement,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/9656689/
FALSE,20,A comparison of random forest variable selection methods for classification prediction modeling,FALSE,FALSE,FALSE,TRUE,https://www.sciencedirect.com/science/article/pii/S0957417419303574
FALSE,1011,Yahpo gym-an efficient multi-objective multi-fidelity benchmark for hyperparameter optimization,FALSE,FALSE,TRUE,FALSE,https://proceedings.mlr.press/v188/pfisterer22a.html
FALSE,92,"Automl in the age of large language models: Current challenges, future opportunities and risks",FALSE,FALSE,FALSE,TRUE,https://arxiv.org/abs/2306.08107
FALSE,129,Webbasiertes Werkzeug für das modellbasierte Engineering von KI-Anwendungen für Automatisierungssysteme,FALSE,FALSE,TRUE,FALSE,https://repo.bibliothek.uni-halle.de/handle/1981185920/118011
FALSE,449,"<span class=""gs_ctu""><span class=""gs_ct1"">[ZITATION]</span><span class=""gs_ct2"">[C]</span></span> <span id=""PE2VauNWRSsJ"">AutoML Optimized by Genetic Algorithm and Item Response Theory</span>",FALSE,FALSE,TRUE,FALSE,https://sol.sbc.org.br/index.php/eniac/article/view/25766/25582
FALSE,40,Multiclass oblique random forests with dual-incremental learning capacity,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/8968755/
FALSE,398,Learning to tune XGboost with XGboost,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/1909.07218
FALSE,1525,Personalized Automated Machine Learning,FALSE,FALSE,TRUE,FALSE,https://ebooks.iospress.nl/volumearticle/55020
FALSE,1528,Automated machine learning techniques for data streams,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2106.07317
FALSE,659,Towards green automated machine learning: Status quo and future directions,FALSE,FALSE,TRUE,FALSE,https://www.jair.org/index.php/jair/article/view/14340
FALSE,1717,Multi-modal self-supervised learning for boosting crop classification using Sentinel2 and Planetscope,TRUE,FALSE,FALSE,FALSE,https://ieeexplore.ieee.org/abstract/document/10282665/
FALSE,433,Modified unsupervised discriminant projection with an electronic nose for the rapid determination of Chinese mitten crab freshness,FALSE,FALSE,TRUE,FALSE,https://pubs.rsc.org/en/content/articlehtml/2017/ay/c6ay03112a
FALSE,1472,Diffimpute: Tabular data imputation with denoising diffusion probabilistic model,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/10687685/
FALSE,138,Automating workflow/pipeline design,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-030-67024-5_7
FALSE,128,Mapping intelligence: Requirements and possibilities,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-319-96448-5_13
FALSE,655,Scalable hyperparameter transfer learning,FALSE,FALSE,TRUE,FALSE,https://proceedings.neurips.cc/paper/2018/hash/14c879f3f5d8ed93a09f6090d77c2cc3-Abstract.html
FALSE,1295,Komunitný portál pre repozitár dátových sad sieťovej prevádzky,FALSE,FALSE,TRUE,FALSE,https://is.muni.cz/th/pfu8q/diploma_thesis_Archive.pdf
FALSE,1371,Meta-Learning as a Markov Decision Process,FALSE,FALSE,TRUE,FALSE,https://hal.science/tel-02422144v1/file/PhD_LSun_v1.pdf
FALSE,1506,Abordagens baseadas em teoria da informação para seleção automatizada de atributos,FALSE,FALSE,TRUE,FALSE,https://bdtd.ibict.br/vufind/Record/UFRN_fb0e29e4f89e44320773ef0722282918
FALSE,331,Contemporary symbolic regression methods and their relative performance,FALSE,FALSE,TRUE,FALSE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11074949/
FALSE,1409,Efficient end-to-end automl via scalable search space decomposition,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2206.09423
FALSE,384,A comparative study of hyper-parameter optimization tools,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/9718485/
FALSE,955,EXACT: Towards a platform for empirically benchmarking Machine Learning model explanation methods,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S2665917424007700
FALSE,354,7. Explaining Hyperparameter Optimization via Partial Dependence Plots,FALSE,FALSE,TRUE,FALSE,https://d-nb.info/1316736849/34#page=217
FALSE,708,Searching for machine learning pipelines using a context-free grammar,FALSE,FALSE,TRUE,FALSE,https://ojs.aaai.org/index.php/AAAI/article/view/17077
FALSE,1289,SMOTEMD: UN ALGORITMO DE BALANCEO DE DATOS MIXTOS PARA BIG DATA EN R,FALSE,FALSE,FALSE,TRUE,http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2477-91052020000100020
FALSE,1221,<i>OpenML:</i> An R package to connect to the machine learning platform OpenML,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/article/10.1007/s00180-017-0742-2
FALSE,1349,Rethinking default values: A low cost and efficient strategy to define hyperparameters,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2008.00025
FALSE,1037,How fuzzy concepts contribute to machine learning,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/content/pdf/10.1007/978-3-030-94066-9.pdf
FALSE,1544,Hyperparameter tuning and performance assessment of statistical and machine-learning algorithms using spatial data,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S0304380019302145
FALSE,210,"A Holistic, Decision-Theoretic Framework for Pool-Based Active Learning",FALSE,FALSE,TRUE,FALSE,
FALSE,1575,Homological Convolutional Neural Networks,TRUE,FALSE,FALSE,FALSE,https://arxiv.org/abs/2308.13816
FALSE,108,Modeling electro-erosion wear of cryogenic treated electrodes of mold steels using machine learning algorithms,FALSE,TRUE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-981-99-6062-0_3
FALSE,1492,A constructive function-theoretic approach to topological compactness,FALSE,FALSE,TRUE,FALSE,https://dl.acm.org/doi/abs/10.1145/2933575.2933582
FALSE,1642,Saint: Improved neural networks for tabular data via row attention and contrastive pre-training,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2106.01342
FALSE,623,Landscape Aware Algorithm Selection for the Feature Selection Problem,FALSE,FALSE,TRUE,FALSE,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4545035
FALSE,1045,HyperFast: Instant Classification for Tabular Data,TRUE,FALSE,FALSE,FALSE,https://ojs.aaai.org/index.php/AAAI/article/view/28988
FALSE,864,Extracting enhanced artificial intelligence model metadata from software repositories,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/article/10.1007/s10664-022-10206-6
FALSE,1656,Dynamic pruning of a neural network via gradient signal-to-noise ratio,FALSE,FALSE,TRUE,FALSE,https://www.amazon.science/publications/dynamic-pruning-of-a-neural-network-via-gradient-signal-to-noise-ratio
FALSE,1720,MAP-Elites with Cosine-Similarity for Evolutionary Ensemble Learning,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-031-29573-7_6
TRUE,1560,Self-service data science in healthcare with automated machine learning,FALSE,FALSE,TRUE,FALSE,https://www.mdpi.com/2076-3417/10/9/2992
TRUE,308,Deducing neighborhoods of classes from a fitted model,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/article/10.1007/s10182-024-00502-5
TRUE,26,Don't Blindly Use Data: Towards a Data Statement for Computational Financial Research,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/10020681/
TRUE,631,Lifting Interpretability-Performance Trade-off via Automated Feature Engineering,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2002.04267
TRUE,1513,Exploring Global and Local Information for Anomaly Detection with Normal Samples,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/10394490/
TRUE,1453,Scalable Machine Learning through Approximation and Distributed Computing,FALSE,FALSE,TRUE,FALSE,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1307122
TRUE,899,Side-channel Analysis using Deep Learning on Hardware Trojans,FALSE,FALSE,TRUE,FALSE,https://iopscience.iop.org/article/10.1088/1757-899X/1049/1/012018/meta
TRUE,1484,Tunability: Importance of hyperparameters of machine learning algorithms,FALSE,FALSE,TRUE,TRUE,https://www.jmlr.org/papers/v20/18-444.html
TRUE,1694,Cross-validated off-policy evaluation,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2405.15332
TRUE,1493,Gaggle: Visual Analytics using Interactive Multi-Model Steering,FALSE,FALSE,TRUE,FALSE,http://www.cs.tufts.edu/~remco/publications/2020/GI2020-Gaggle.pdf
TRUE,516,Incremental search space construction for machine learning pipeline synthesis,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-030-74251-5_9
TRUE,401,"Robust, randomized preconditioning for kernel ridge regression",FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2304.12465
TRUE,1016,Confident learning: Estimating uncertainty in dataset labels,FALSE,TRUE,FALSE,FALSE,https://www.jair.org/index.php/jair/article/view/12125
TRUE,153,Automated algorithm selection using meta-learning and pre-trained deep convolution neural networks,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S1566253523005262
TRUE,482,Infinite action contextual bandits with reusable data exhaust,FALSE,FALSE,TRUE,FALSE,https://proceedings.mlr.press/v202/rucker23a.html
TRUE,201,Benchmark and survey of automated machine learning frameworks,FALSE,FALSE,TRUE,FALSE,https://www.jair.org/index.php/jair/article/view/11854
TRUE,1293,Кластеризация в аналитике больших данных: системный обзор и сравнительный анализ (обзорная статья),FALSE,FALSE,TRUE,FALSE,https://ntv.elpub.ru/jour/article/view/183
TRUE,414,SeFNet: Bridging Tabular Datasets with Semantic Feature Nets,TRUE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2306.11636
TRUE,458,Exploring the similarity of medical imaging classification problems,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-319-67534-3_7
TRUE,533,Multiclass Graph-Based Large Margin Classifiers: Unified Approach for Support Vectors and Neural Networks,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/10616182/
TRUE,1034,Extreme algorithm selection with dyadic feature representation,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-030-61527-7_21
TRUE,787,"Efficient first-order contextual bandits: Prediction, allocation, and triangular discrimination",FALSE,FALSE,TRUE,FALSE,https://proceedings.neurips.cc/paper_files/paper/2021/hash/9d684c589d67031a627ad33d59db65e5-Abstract.html
TRUE,192,Naive Automated Machine Learning--A Late Baseline for AutoML,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2103.10496
TRUE,1003,Bayesian optimization with robust Bayesian neural networks,FALSE,FALSE,TRUE,FALSE,https://proceedings.neurips.cc/paper/2016/hash/a96d3afec184766bfeca7a9f989fc7e7-Abstract.html
TRUE,678,Real-Time K-prototypes for incremental attribute learning using feature selection,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-031-18483-3_9
TRUE,1551,KernelSHAP-IQ: Weighted Least-Square Optimization for Shapley Interactions,FALSE,TRUE,FALSE,FALSE,https://arxiv.org/abs/2405.10852
TRUE,595,Towards a Collaborative Platform for Advanced Meta-Learning in Healthcare Predictive Analytics.,FALSE,FALSE,TRUE,FALSE,https://repositorio.inesctec.pt/bitstreams/fc10f370-02a2-4a87-a921-48e209369f7e/download#page=117
TRUE,97,"<span class=""gs_ctu""><span class=""gs_ct1"">[ZITATION]</span><span class=""gs_ct2"">[C]</span></span> <span id=""e4dcGWzTev0J"">Federated Meta-Learning: A Novel Approach for Algorithm Selection</span>",FALSE,FALSE,TRUE,FALSE,
TRUE,1618,Estimating confidence intervals on accuracy in classification in machine learning,FALSE,FALSE,TRUE,FALSE,https://scholarworks.alaska.edu/bitstream/handle/11122/10958/Zhang_J_2019.pdf?sequence=1&isAllowed=y
TRUE,134,Emerging trends in machine learning: Beyond conventional methods and data,FALSE,FALSE,TRUE,FALSE,https://www.esann.org/sites/default/files/proceedings/legacy/es2018-4.pdf
TRUE,506,Fast algorithm selection using learning curves,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-319-24465-5_26
TRUE,1189,A benchmark for data imputation methods,FALSE,FALSE,TRUE,FALSE,https://www.frontiersin.org/articles/10.3389/fdata.2021.693674/full?trk=public_post_comment-text
TRUE,633,Yggdrasil decision forests: A fast and extensible decision forests library,FALSE,FALSE,TRUE,FALSE,https://dl.acm.org/doi/abs/10.1145/3580305.3599933
TRUE,1373,Language models are weak learners,FALSE,FALSE,TRUE,FALSE,https://proceedings.neurips.cc/paper_files/paper/2023/hash/9f94298bac4668db4dc77ddb0a244301-Abstract-Conference.html
TRUE,1212,Shapley Value on Probabilistic Classifiers,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2306.07171
TRUE,1496,Snapboost: A heterogeneous boosting machine,FALSE,FALSE,TRUE,FALSE,https://proceedings.neurips.cc/paper_files/paper/2020/hash/7fd3b80fb1884e2927df46a7139bb8bf-Abstract.html
TRUE,1233,Soft Learning Probabilistic Circuits,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2403.14504
TRUE,705,Analyzing data selection techniques with tools from the theory of information losses,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/9671861/
TRUE,807,CtxPipe: Context-aware Data Preparation Pipeline Construction for Machine Learning,FALSE,FALSE,TRUE,FALSE,https://dl.acm.org/doi/abs/10.1145/3698831
TRUE,1622,Information Losses in Neural Classifiers With Applications to Training Data Selection Strategies and Cyber Physical Systems,FALSE,FALSE,TRUE,FALSE,https://search.proquest.com/openview/3a3250cb69b0d0cdf90e17d5a068beb4/1?pq-origsite=gscholar&cbl=18750&diss=y
TRUE,1429,TabEBM: A Tabular Data Augmentation Method with Distinct Class-Specific Energy-Based Models,TRUE,FALSE,FALSE,FALSE,https://arxiv.org/abs/2409.16118
TRUE,275,Top-Down Bayesian Posterior Sampling for Sum-Product Networks,FALSE,FALSE,TRUE,FALSE,https://dl.acm.org/doi/abs/10.1145/3637528.3671876
TRUE,841,Instance-based Label Smoothing for Better Classifier Calibration,FALSE,FALSE,TRUE,FALSE,https://www.academia.edu/download/99567939/masterthesis.pdf
TRUE,638,RSN: randomized subspace Newton,FALSE,FALSE,TRUE,FALSE,https://proceedings.neurips.cc/paper/2019/hash/bc6dc48b743dc5d013b1abaebd2faed2-Abstract.html
TRUE,577,MLpronto: A tool for democratizing machine learning,FALSE,FALSE,TRUE,FALSE,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0294924
TRUE,1292,A Hybrid Framework for Time-series Analysis: From Anomaly Detection to Uncertainty Estimation and Explainability,FALSE,FALSE,TRUE,TRUE,https://kluedo.ub.rptu.de/frontdoor/index/index/docId/6703
TRUE,72,Evaluación comparativa de herramientas AutoML de código abierto en tareas de regresión,FALSE,FALSE,TRUE,FALSE,https://sedici.unlp.edu.ar/handle/10915/114906
TRUE,718,Fine-Tuning LLMs for Automated Feature Engineering,FALSE,FALSE,TRUE,FALSE,https://openreview.net/forum?id=FqbkgaMf8O
TRUE,1677,Transparent Dimension Reduction by Feature Construction with Genetic Algorithm,FALSE,FALSE,TRUE,FALSE,https://www.techrxiv.org/doi/full/10.36227/techrxiv.21878109.v1
TRUE,1287,Beexai: Benchmark to evaluate explainable ai,TRUE,FALSE,FALSE,FALSE,https://link.springer.com/chapter/10.1007/978-3-031-63787-2_23
TRUE,45,Oracle-efficient pessimism: Offline policy optimization in contextual bandits,FALSE,FALSE,TRUE,FALSE,https://proceedings.mlr.press/v238/wang24a.html
TRUE,1538,Autocluster: Meta-learning based ensemble method for automated unsupervised clustering,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-030-75768-7_20
TRUE,371,Automated benchmark-driven design and explanation of hyperparameter optimizers,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/9913342/
TRUE,312,On Reviewing of Applied Statistics with Checklists,FALSE,FALSE,TRUE,FALSE,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4683252
TRUE,1632,Understanding data science lifecycle provenance via graph segmentation and summarization,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/8731467/
TRUE,692,Auto-pytorch: Multi-fidelity metalearning for efficient and robust autodl,FALSE,TRUE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/9382913/
TRUE,1592,TPE-autoclust: a tree-based pipline ensemble framework for automated clustering,FALSE,FALSE,TRUE,FALSE,https://ieeexplore.ieee.org/abstract/document/10031132/
TRUE,1424,Tabpfn: A transformer that solves small tabular classification problems in a second,TRUE,TRUE,TRUE,FALSE,https://arxiv.org/abs/2207.01848
TRUE,349,Instance weighting through data imprecisiation,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S0888613X21000463
TRUE,1041,Assembled-OpenML: Creating efficient benchmarks for ensembles in AutoML with OpenML,TRUE,TRUE,TRUE,FALSE,https://arxiv.org/abs/2307.00285
TRUE,1336,One-class quantification,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/chapter/10.1007/978-3-030-10925-7_17
TRUE,1277,A closer look at deep learning on tabular data,FALSE,FALSE,TRUE,FALSE,https://arxiv.org/abs/2407.00956
TRUE,880,AutoMLBench: A comprehensive experimental evaluation of automated machine learning frameworks,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S0957417423033791
TRUE,202,Feature selection based on regularization of sparsity based regression models by hesitant fuzzy correlation,FALSE,FALSE,TRUE,FALSE,https://www.sciencedirect.com/science/article/pii/S1568494620301952
TRUE,919,Efficient and robust model benchmarks with item response theory and adaptive testing,FALSE,FALSE,TRUE,FALSE,https://reunir.unir.net/handle/123456789/12915
TRUE,1301,Warm-starting deep learning model construction using meta-learning,FALSE,FALSE,TRUE,FALSE,https://pure.tue.nl/ws/portalfiles/portal/109406765/CSE666_irfan_Nur_Afif.pdf
TRUE,554,Multi-objective population based training,FALSE,FALSE,TRUE,FALSE,https://proceedings.mlr.press/v202/dushatskiy23a.html
TRUE,1388,Probabilistic machine learning for pattern recognition and design exploration,FALSE,FALSE,TRUE,FALSE,https://publications.rwth-aachen.de/record/813701
TRUE,965,A machine learning approach for cost prediction analysis in environmental governance engineering,FALSE,FALSE,TRUE,FALSE,https://link.springer.com/article/10.1007/s00521-018-3860-z
TRUE,216,Lift: Language-interfaced fine-tuning for non-language machine learning tasks,FALSE,FALSE,TRUE,FALSE,https://proceedings.neurips.cc/paper_files/paper/2022/hash/4ce7fe1d2730f53cb3857032952cd1b8-Abstract-Conference.html
TRUE,684,A novel model for imbalanced data classification,FALSE,FALSE,TRUE,FALSE,https://aaai.org/ojs/index.php/AAAI/article/view/6145
